user_id,name,rating,appid
11161178,Fallout 4,5,377160
73305545,Fallout 4,1,377160
23225650,Fallout 4,1,377160
80363319,Fallout 4,3,377160
108750879,Fallout 4,5,377160
57603447,Fallout 4,5,377160
27403206,Fallout 4,2,377160
71527252,Fallout 4,5,377160
149143479,Fallout 4,5,377160
124059151,Fallout 4,5,377160
62481936,Fallout 4,5,377160
58530556,Fallout 4,5,377160
30246419,Fallout 4,5,377160
80550861,Fallout 4,5,377160
167167647,Fallout 4,5,377160
88525821,Fallout 4,2,377160
301613541,Fallout 4,1,377160
127335438,Fallout 4,5,377160
185258131,Fallout 4,5,377160
190191843,Fallout 4,2,377160
58761868,Fallout 4,5,377160
17530772,Fallout 4,5,377160
156565178,Fallout 4,4,377160
213720494,Fallout 4,3,377160
11940338,Fallout 4,3,377160
83135348,Fallout 4,4,377160
185079540,Fallout 4,4,377160
118852041,Fallout 4,1,377160
16084897,Fallout 4,5,377160
20704366,Fallout 4,3,377160
48798067,Fallout 4,4,377160
36557643,Fallout 4,5,377160
19696244,Fallout 4,3,377160
115167911,Fallout 4,5,377160
199013605,Fallout 4,1,377160
238169854,Fallout 4,3,377160
124725852,Fallout 4,5,377160
10599862,Fallout 4,5,377160
122956129,Fallout 4,5,377160
251635136,Fallout 4,2,377160
167815968,Fallout 4,3,377160
129117376,Fallout 4,4,377160
31187179,Fallout 4,2,377160
294585971,Fallout 4,5,377160
40212239,Fallout 4,5,377160
55755821,Fallout 4,1,377160
8776918,Fallout 4,5,377160
48626533,Fallout 4,1,377160
13190476,Fallout 4,5,377160
137610845,Fallout 4,5,377160
12144171,Fallout 4,1,377160
65145468,Fallout 4,5,377160
40084096,Fallout 4,4,377160
236496373,Fallout 4,5,377160
188471612,Fallout 4,1,377160
10253354,Fallout 4,5,377160
95037089,Fallout 4,4,377160
32126281,Fallout 4,5,377160
109598076,Fallout 4,2,377160
44545959,Fallout 4,5,377160
14465359,Fallout 4,3,377160
67579257,Fallout 4,2,377160
161816812,Fallout 4,2,377160
44314169,Fallout 4,1,377160
59925638,Fallout 4,5,377160
122094388,Fallout 4,2,377160
38317154,Fallout 4,5,377160
138482130,Fallout 4,5,377160
298178235,Fallout 4,5,377160
105503045,Fallout 4,1,377160
92436417,Fallout 4,5,377160
58289184,Fallout 4,5,377160
135147743,Fallout 4,1,377160
166880158,Fallout 4,5,377160
31669242,Fallout 4,5,377160
45353031,Fallout 4,2,377160
6144819,Fallout 4,4,377160
133378280,Fallout 4,5,377160
47457723,Fallout 4,1,377160
108264287,Fallout 4,3,377160
36404933,Fallout 4,5,377160
47384303,Fallout 4,2,377160
92276000,Fallout 4,1,377160
42657809,Fallout 4,4,377160
154230723,Fallout 4,1,377160
161896440,Fallout 4,1,377160
151603712,Left 4 Dead 2,1,550
53875128,Left 4 Dead 2,5,550
11373749,Left 4 Dead 2,5,550
54103616,Left 4 Dead 2,2,550
64350600,Left 4 Dead 2,1,550
151229648,Left 4 Dead 2,1,550
63276972,Left 4 Dead 2,1,550
148510973,Left 4 Dead 2,1,550
9823354,Left 4 Dead 2,1,550
107886872,Left 4 Dead 2,3,550
19586574,Left 4 Dead 2,1,550
215540943,Left 4 Dead 2,1,550
42928788,Left 4 Dead 2,1,550
42061089,Left 4 Dead 2,3,550
86338111,Left 4 Dead 2,3,550
74232403,Left 4 Dead 2,1,550
112994491,Left 4 Dead 2,1,550
92914917,Left 4 Dead 2,2,550
72842694,Left 4 Dead 2,1,550
20200395,Left 4 Dead 2,2,550
32498610,Left 4 Dead 2,2,550
85714521,Left 4 Dead 2,2,550
49767455,Left 4 Dead 2,4,550
61676491,Left 4 Dead 2,1,550
122803519,Left 4 Dead 2,2,550
34177747,Left 4 Dead 2,5,550
49350285,Left 4 Dead 2,5,550
31727716,Left 4 Dead 2,5,550
117129725,Left 4 Dead 2,1,550
242242432,Left 4 Dead 2,1,550
91800733,Left 4 Dead 2,1,550
106760673,Left 4 Dead 2,5,550
1950243,Left 4 Dead 2,5,550
142183287,Left 4 Dead 2,1,550
43913966,Left 4 Dead 2,5,550
121280370,Left 4 Dead 2,1,550
120725727,Left 4 Dead 2,3,550
151397156,Left 4 Dead 2,3,550
87071236,Left 4 Dead 2,1,550
62317148,Left 4 Dead 2,3,550
44482198,Left 4 Dead 2,4,550
138570935,Left 4 Dead 2,1,550
79411077,Left 4 Dead 2,4,550
167202599,Left 4 Dead 2,5,550
167106826,Left 4 Dead 2,1,550
52907921,Left 4 Dead 2,1,550
12610800,Left 4 Dead 2,1,550
83420834,Left 4 Dead 2,2,550
87832209,Left 4 Dead 2,2,550
57798235,Left 4 Dead 2,1,550
90541290,Left 4 Dead 2,3,550
159777976,Left 4 Dead 2,1,550
48028873,Left 4 Dead 2,2,550
57433226,Left 4 Dead 2,1,550
93413084,Left 4 Dead 2,2,550
24366790,Left 4 Dead 2,1,550
174415183,Left 4 Dead 2,1,550
193156880,Left 4 Dead 2,1,550
62545742,Left 4 Dead 2,1,550
115037563,Left 4 Dead 2,1,550
77279068,Left 4 Dead 2,2,550
159946174,Left 4 Dead 2,5,550
80164199,Left 4 Dead 2,1,550
131032344,Left 4 Dead 2,5,550
106147454,Left 4 Dead 2,5,550
26430231,Left 4 Dead 2,1,550
28064589,Left 4 Dead 2,1,550
93644606,Left 4 Dead 2,2,550
234108053,Left 4 Dead 2,1,550
176539817,Left 4 Dead 2,1,550
118792304,Left 4 Dead 2,3,550
37827989,Left 4 Dead 2,3,550
87734805,Left 4 Dead 2,1,550
13565651,Left 4 Dead 2,2,550
134967717,Left 4 Dead 2,3,550
35729292,Left 4 Dead 2,5,550
82020006,Left 4 Dead 2,5,550
35009482,Left 4 Dead 2,3,550
194670621,Left 4 Dead 2,3,550
81585721,Left 4 Dead 2,2,550
69009454,Left 4 Dead 2,2,550
67492611,Left 4 Dead 2,1,550
201737586,Left 4 Dead 2,1,550
43360645,Left 4 Dead 2,4,550
30425578,Left 4 Dead 2,1,550
211544205,Left 4 Dead 2,1,550
14417857,Left 4 Dead 2,5,550
182422786,Left 4 Dead 2,1,550
98649241,Left 4 Dead 2,1,550
31733654,Left 4 Dead 2,3,550
39622853,Left 4 Dead 2,4,550
106806146,Left 4 Dead 2,1,550
82046939,Left 4 Dead 2,5,550
145927933,Left 4 Dead 2,3,550
65872385,Left 4 Dead 2,5,550
240405101,Left 4 Dead 2,1,550
146427029,Left 4 Dead 2,4,550
99077905,Left 4 Dead 2,2,550
191477470,Left 4 Dead 2,5,550
88344296,Left 4 Dead 2,3,550
131785763,Left 4 Dead 2,4,550
95695156,Left 4 Dead 2,1,550
152585209,Left 4 Dead 2,1,550
145825155,Left 4 Dead 2,1,550
66052983,Left 4 Dead 2,5,550
11207650,Left 4 Dead 2,1,550
87341384,Left 4 Dead 2,5,550
81556495,Left 4 Dead 2,2,550
121900241,Left 4 Dead 2,4,550
2259650,Left 4 Dead 2,5,550
60296891,Left 4 Dead 2,5,550
200913780,Left 4 Dead 2,1,550
109669093,Left 4 Dead 2,3,550
9180659,Left 4 Dead 2,2,550
33214968,Left 4 Dead 2,5,550
159677499,Left 4 Dead 2,4,550
71390526,Left 4 Dead 2,5,550
111130695,Left 4 Dead 2,4,550
227490126,Left 4 Dead 2,1,550
150282867,Left 4 Dead 2,1,550
1612666,Left 4 Dead 2,1,550
37435998,Left 4 Dead 2,1,550
83168693,Left 4 Dead 2,1,550
110906645,Left 4 Dead 2,2,550
206014489,Left 4 Dead 2,1,550
30440303,Left 4 Dead 2,2,550
298950,Left 4 Dead 2,2,550
55319994,Left 4 Dead 2,5,550
62878249,Left 4 Dead 2,5,550
153097805,Left 4 Dead 2,5,550
115404202,Left 4 Dead 2,4,550
171383863,Left 4 Dead 2,4,550
64060101,Left 4 Dead 2,3,550
36546868,Left 4 Dead 2,4,550
170382539,Left 4 Dead 2,3,550
102927775,Left 4 Dead 2,4,550
72989129,Left 4 Dead 2,1,550
152959594,Left 4 Dead 2,1,550
69856757,Left 4 Dead 2,4,550
195105284,Left 4 Dead 2,5,550
121577821,Left 4 Dead 2,2,550
28711405,Left 4 Dead 2,4,550
46637811,Left 4 Dead 2,1,550
171067153,Left 4 Dead 2,1,550
116283279,Left 4 Dead 2,3,550
149331941,Left 4 Dead 2,5,550
116494569,Left 4 Dead 2,1,550
3527485,Left 4 Dead 2,2,550
37490443,Left 4 Dead 2,2,550
61099969,Left 4 Dead 2,2,550
160042745,Left 4 Dead 2,3,550
118541865,Left 4 Dead 2,3,550
297650024,Left 4 Dead 2,1,550
26465134,Left 4 Dead 2,5,550
179936723,Left 4 Dead 2,1,550
148467772,Left 4 Dead 2,2,550
67694595,Left 4 Dead 2,1,550
106834867,Left 4 Dead 2,3,550
38049880,Left 4 Dead 2,2,550
33282871,Left 4 Dead 2,1,550
49893565,Left 4 Dead 2,5,550
89523414,Left 4 Dead 2,1,550
49724738,Left 4 Dead 2,1,550
213231597,Left 4 Dead 2,1,550
46301758,Left 4 Dead 2,5,550
153495323,Left 4 Dead 2,1,550
103260848,Left 4 Dead 2,5,550
34582304,Left 4 Dead 2,3,550
29239329,Left 4 Dead 2,2,550
135091121,Left 4 Dead 2,2,550
133459021,Left 4 Dead 2,1,550
235692659,Left 4 Dead 2,1,550
159524722,Left 4 Dead 2,1,550
239413586,Left 4 Dead 2,1,550
18036199,Left 4 Dead 2,3,550
33013552,Left 4 Dead 2,2,550
152497084,Left 4 Dead 2,1,550
174033209,Left 4 Dead 2,2,550
122798021,Left 4 Dead 2,1,550
61289147,Left 4 Dead 2,1,550
106901665,Left 4 Dead 2,1,550
33706322,Left 4 Dead 2,1,550
7163917,Left 4 Dead 2,4,550
167785065,Left 4 Dead 2,5,550
148674157,Left 4 Dead 2,3,550
52435421,Left 4 Dead 2,1,550
159936874,Left 4 Dead 2,5,550
145243748,Left 4 Dead 2,2,550
136891549,Left 4 Dead 2,2,550
21061921,Left 4 Dead 2,2,550
160029841,Left 4 Dead 2,1,550
86055705,Left 4 Dead 2,2,550
58057627,Left 4 Dead 2,2,550
119310413,Left 4 Dead 2,1,550
3449240,Left 4 Dead 2,5,550
39037163,Left 4 Dead 2,4,550
55426012,Left 4 Dead 2,5,550
109207860,Left 4 Dead 2,1,550
25337857,Left 4 Dead 2,5,550
180406842,Left 4 Dead 2,2,550
108007732,Left 4 Dead 2,2,550
65398650,Left 4 Dead 2,5,550
144580725,Left 4 Dead 2,5,550
80128229,Left 4 Dead 2,1,550
105586920,Left 4 Dead 2,1,550
151938509,Left 4 Dead 2,1,550
77507107,Left 4 Dead 2,3,550
63753977,Left 4 Dead 2,1,550
159474046,Left 4 Dead 2,1,550
55906572,Left 4 Dead 2,3,550
71411882,Left 4 Dead 2,5,550
11813637,Left 4 Dead 2,1,550
110875215,Left 4 Dead 2,2,550
64973908,Left 4 Dead 2,2,550
209658229,Left 4 Dead 2,5,550
80189887,Left 4 Dead 2,5,550
142799594,Left 4 Dead 2,4,550
54637394,Left 4 Dead 2,5,550
118695833,Left 4 Dead 2,2,550
131386705,Left 4 Dead 2,2,550
4824107,Left 4 Dead 2,5,550
24721232,Left 4 Dead 2,1,550
122551425,Left 4 Dead 2,1,550
44426653,Left 4 Dead 2,1,550
122444332,Left 4 Dead 2,1,550
132008856,Left 4 Dead 2,1,550
45411694,Left 4 Dead 2,2,550
29983962,Left 4 Dead 2,5,550
151015947,Left 4 Dead 2,1,550
127220350,Left 4 Dead 2,1,550
68809194,Left 4 Dead 2,1,550
174287424,Left 4 Dead 2,1,550
158608850,Left 4 Dead 2,5,550
37723786,Left 4 Dead 2,5,550
43955374,Left 4 Dead 2,5,550
110658990,Left 4 Dead 2,1,550
49462664,Left 4 Dead 2,5,550
156941467,Left 4 Dead 2,2,550
161384593,Left 4 Dead 2,2,550
64368515,Left 4 Dead 2,2,550
124641717,Left 4 Dead 2,3,550
186483761,Left 4 Dead 2,2,550
975449,Left 4 Dead 2,5,550
33865373,Left 4 Dead 2,2,550
33580866,Left 4 Dead 2,5,550
93189271,Left 4 Dead 2,1,550
58953935,Left 4 Dead 2,5,550
96588736,Left 4 Dead 2,2,550
124437057,Left 4 Dead 2,1,550
86469479,Left 4 Dead 2,5,550
17995238,Left 4 Dead 2,5,550
53091150,Left 4 Dead 2,5,550
76296787,Left 4 Dead 2,5,550
66650717,Left 4 Dead 2,5,550
104870123,Left 4 Dead 2,2,550
157530604,Left 4 Dead 2,1,550
127992087,Left 4 Dead 2,1,550
123338258,Left 4 Dead 2,1,550
62811725,Left 4 Dead 2,2,550
201757829,Left 4 Dead 2,1,550
58435428,Left 4 Dead 2,1,550
119619506,Left 4 Dead 2,5,550
91859894,Left 4 Dead 2,3,550
8585433,Left 4 Dead 2,2,550
59099129,Left 4 Dead 2,2,550
48449055,Left 4 Dead 2,2,550
253961136,Left 4 Dead 2,1,550
17017968,Left 4 Dead 2,5,550
50600002,Left 4 Dead 2,5,550
20366600,Left 4 Dead 2,1,550
34919318,Left 4 Dead 2,5,550
47384202,Left 4 Dead 2,1,550
170485590,Left 4 Dead 2,5,550
76787637,Left 4 Dead 2,1,550
133997970,Left 4 Dead 2,3,550
99264709,Left 4 Dead 2,5,550
44472980,Left 4 Dead 2,1,550
11161178,Left 4 Dead 2,1,550
103371488,Left 4 Dead 2,1,550
22301321,Left 4 Dead 2,2,550
250284905,Left 4 Dead 2,2,550
59756932,Left 4 Dead 2,1,550
6928806,Left 4 Dead 2,1,550
113752996,Left 4 Dead 2,2,550
133938767,Left 4 Dead 2,5,550
156675178,Left 4 Dead 2,1,550
11794760,Left 4 Dead 2,1,550
159842342,Left 4 Dead 2,1,550
209087920,Left 4 Dead 2,2,550
93275329,Left 4 Dead 2,1,550
107913460,Left 4 Dead 2,2,550
128925610,Left 4 Dead 2,1,550
159595237,Left 4 Dead 2,2,550
57603447,Left 4 Dead 2,5,550
172111265,Left 4 Dead 2,1,550
33622085,Left 4 Dead 2,5,550
197302530,Left 4 Dead 2,1,550
59536273,Left 4 Dead 2,1,550
45957399,Left 4 Dead 2,2,550
243540632,Left 4 Dead 2,2,550
156615447,Left 4 Dead 2,1,550
51557405,Left 4 Dead 2,1,550
118554131,Left 4 Dead 2,2,550
39834113,Left 4 Dead 2,5,550
263993336,Left 4 Dead 2,2,550
134516625,Left 4 Dead 2,1,550
130351904,Left 4 Dead 2,1,550
88525821,Left 4 Dead 2,1,550
127272741,Left 4 Dead 2,1,550
35701646,Left 4 Dead 2,5,550
121497634,Left 4 Dead 2,5,550
59005471,Left 4 Dead 2,5,550
159535257,Left 4 Dead 2,3,550
116912767,Left 4 Dead 2,3,550
11731710,Left 4 Dead 2,5,550
184554757,Left 4 Dead 2,1,550
53258793,Left 4 Dead 2,1,550
32710856,Left 4 Dead 2,2,550
9946133,Left 4 Dead 2,1,550
228919399,Left 4 Dead 2,1,550
69828237,Left 4 Dead 2,5,550
156071982,Left 4 Dead 2,5,550
159428605,Left 4 Dead 2,5,550
190191843,Left 4 Dead 2,2,550
110107925,Left 4 Dead 2,5,550
13556140,Left 4 Dead 2,5,550
113186568,Left 4 Dead 2,5,550
93882483,Left 4 Dead 2,5,550
79073449,Left 4 Dead 2,4,550
56901667,Left 4 Dead 2,2,550
45617627,Left 4 Dead 2,2,550
55761025,Left 4 Dead 2,5,550
30913209,Left 4 Dead 2,4,550
71510748,Left 4 Dead 2,1,550
70075801,Left 4 Dead 2,2,550
7907686,Left 4 Dead 2,5,550
27279261,Left 4 Dead 2,2,550
81160212,Left 4 Dead 2,2,550
35177894,Left 4 Dead 2,5,550
2643609,Left 4 Dead 2,1,550
90272527,Left 4 Dead 2,5,550
57368001,Left 4 Dead 2,1,550
73564778,Left 4 Dead 2,4,550
131610144,Left 4 Dead 2,5,550
116024605,Left 4 Dead 2,5,550
109175936,Left 4 Dead 2,2,550
110104967,Left 4 Dead 2,1,550
64079170,Left 4 Dead 2,5,550
159734412,Left 4 Dead 2,1,550
73513367,Left 4 Dead 2,5,550
96914675,Left 4 Dead 2,3,550
97667936,Left 4 Dead 2,1,550
17530772,Left 4 Dead 2,5,550
156565178,Left 4 Dead 2,1,550
213720494,Left 4 Dead 2,1,550
52731290,Left 4 Dead 2,5,550
65152385,Left 4 Dead 2,2,550
29302014,Left 4 Dead 2,2,550
201978799,Left 4 Dead 2,1,550
77194239,Left 4 Dead 2,2,550
93341815,Left 4 Dead 2,2,550
128207897,Left 4 Dead 2,1,550
159158411,Left 4 Dead 2,5,550
141402600,Left 4 Dead 2,2,550
97614578,Left 4 Dead 2,2,550
88661387,Left 4 Dead 2,5,550
168881981,Left 4 Dead 2,1,550
68719896,Left 4 Dead 2,5,550
17567828,Left 4 Dead 2,1,550
88775181,Left 4 Dead 2,2,550
82352462,Left 4 Dead 2,5,550
108771556,Left 4 Dead 2,5,550
9563573,Left 4 Dead 2,2,550
144412676,Left 4 Dead 2,3,550
94936385,Left 4 Dead 2,2,550
54761333,Left 4 Dead 2,1,550
209238287,Left 4 Dead 2,5,550
12195913,Left 4 Dead 2,5,550
45807245,Left 4 Dead 2,1,550
118852041,Left 4 Dead 2,4,550
75738431,Left 4 Dead 2,4,550
159852613,Left 4 Dead 2,5,550
30572170,Left 4 Dead 2,1,550
44169472,Left 4 Dead 2,1,550
90154893,Left 4 Dead 2,1,550
48798067,Left 4 Dead 2,5,550
273082868,Left 4 Dead 2,1,550
82203951,Left 4 Dead 2,2,550
62990992,Left 4 Dead 2,2,550
40280688,Left 4 Dead 2,5,550
159077305,Left 4 Dead 2,2,550
222050169,Left 4 Dead 2,2,550
152078939,Left 4 Dead 2,2,550
74126541,Left 4 Dead 2,1,550
115487966,Left 4 Dead 2,2,550
113546110,Left 4 Dead 2,5,550
10450544,Left 4 Dead 2,5,550
36557643,Left 4 Dead 2,5,550
46028967,Left 4 Dead 2,1,550
64023574,Left 4 Dead 2,5,550
90711776,Left 4 Dead 2,4,550
159377740,Left 4 Dead 2,5,550
200059104,Left 4 Dead 2,3,550
115996656,Left 4 Dead 2,2,550
63895034,Left 4 Dead 2,1,550
159865370,Left 4 Dead 2,2,550
132748085,Left 4 Dead 2,3,550
49228258,Left 4 Dead 2,5,550
90033155,Left 4 Dead 2,2,550
44755776,Left 4 Dead 2,5,550
160055758,Left 4 Dead 2,1,550
121199670,Left 4 Dead 2,1,550
159371621,Left 4 Dead 2,2,550
29753085,Left 4 Dead 2,5,550
119937035,Left 4 Dead 2,3,550
124725852,Left 4 Dead 2,1,550
10599862,Left 4 Dead 2,2,550
64027842,Left 4 Dead 2,5,550
159812802,Left 4 Dead 2,2,550
40051659,Left 4 Dead 2,2,550
230031062,Left 4 Dead 2,1,550
55672384,Left 4 Dead 2,1,550
76451157,Left 4 Dead 2,1,550
56014527,Left 4 Dead 2,5,550
145512685,Left 4 Dead 2,2,550
180438232,Left 4 Dead 2,5,550
71318298,Left 4 Dead 2,3,550
108160472,Left 4 Dead 2,1,550
159994178,Left 4 Dead 2,2,550
216261706,Left 4 Dead 2,5,550
85497862,Left 4 Dead 2,5,550
43284145,Left 4 Dead 2,2,550
46951849,Left 4 Dead 2,5,550
72978546,Left 4 Dead 2,5,550
54402999,Left 4 Dead 2,2,550
159814545,Left 4 Dead 2,1,550
134224287,Left 4 Dead 2,2,550
83625754,Left 4 Dead 2,1,550
554278,Left 4 Dead 2,1,550
110194091,Left 4 Dead 2,4,550
95084569,Left 4 Dead 2,2,550
183838531,Left 4 Dead 2,2,550
83770731,Left 4 Dead 2,2,550
82287546,Left 4 Dead 2,2,550
114727578,Left 4 Dead 2,2,550
101596530,Left 4 Dead 2,5,550
108114779,Left 4 Dead 2,3,550
33659046,Left 4 Dead 2,4,550
156818121,Left 4 Dead 2,5,550
59662830,Left 4 Dead 2,1,550
86433707,Left 4 Dead 2,1,550
151256632,Left 4 Dead 2,4,550
31187179,Left 4 Dead 2,5,550
111163130,Left 4 Dead 2,4,550
2753525,Left 4 Dead 2,1,550
61189155,Left 4 Dead 2,5,550
17414305,Left 4 Dead 2,2,550
150995572,Left 4 Dead 2,3,550
27545486,Left 4 Dead 2,5,550
37829487,Left 4 Dead 2,1,550
234488787,Left 4 Dead 2,1,550
67965357,Left 4 Dead 2,2,550
143198617,Left 4 Dead 2,2,550
103731895,Left 4 Dead 2,1,550
273597380,Left 4 Dead 2,1,550
73721802,Left 4 Dead 2,1,550
8776918,Left 4 Dead 2,1,550
561758,Left 4 Dead 2,3,550
48626533,Left 4 Dead 2,1,550
143235127,Left 4 Dead 2,1,550
159484357,Left 4 Dead 2,2,550
117695149,Left 4 Dead 2,1,550
89488150,Left 4 Dead 2,3,550
60611062,Left 4 Dead 2,2,550
80494893,Left 4 Dead 2,1,550
50797633,Left 4 Dead 2,5,550
65533730,Left 4 Dead 2,4,550
116876958,Left 4 Dead 2,1,550
243522372,Left 4 Dead 2,1,550
187463594,Left 4 Dead 2,5,550
126388107,Left 4 Dead 2,1,550
262195804,Left 4 Dead 2,4,550
11970504,Left 4 Dead 2,1,550
111551727,Left 4 Dead 2,1,550
102295765,Left 4 Dead 2,5,550
93259090,Left 4 Dead 2,1,550
33518079,Left 4 Dead 2,5,550
65145468,Left 4 Dead 2,1,550
86481908,Left 4 Dead 2,1,550
110369840,Left 4 Dead 2,1,550
132300630,Left 4 Dead 2,1,550
86041729,Left 4 Dead 2,2,550
159724167,Left 4 Dead 2,1,550
58297398,Left 4 Dead 2,1,550
184694766,Left 4 Dead 2,1,550
100719181,Left 4 Dead 2,1,550
10253354,Left 4 Dead 2,4,550
121865430,Left 4 Dead 2,1,550
30519870,Left 4 Dead 2,5,550
170201716,Left 4 Dead 2,5,550
124776658,Left 4 Dead 2,1,550
92595907,Left 4 Dead 2,1,550
43936108,Left 4 Dead 2,1,550
110843185,Left 4 Dead 2,1,550
110546460,Left 4 Dead 2,4,550
69942754,Left 4 Dead 2,5,550
83090686,Left 4 Dead 2,3,550
167901416,Left 4 Dead 2,4,550
11149819,Left 4 Dead 2,4,550
27169419,Left 4 Dead 2,5,550
96556535,Left 4 Dead 2,2,550
159835968,Left 4 Dead 2,2,550
48175931,Left 4 Dead 2,1,550
134322141,Left 4 Dead 2,5,550
205285563,Left 4 Dead 2,2,550
134213189,Left 4 Dead 2,2,550
44545959,Left 4 Dead 2,2,550
141513178,Left 4 Dead 2,1,550
75240572,Left 4 Dead 2,1,550
108878910,Left 4 Dead 2,2,550
159411437,Left 4 Dead 2,3,550
73481131,Left 4 Dead 2,4,550
7955670,Left 4 Dead 2,5,550
283264914,Left 4 Dead 2,2,550
133268317,Left 4 Dead 2,4,550
159841516,Left 4 Dead 2,2,550
248254297,Left 4 Dead 2,5,550
103411746,Left 4 Dead 2,1,550
83975567,Left 4 Dead 2,4,550
14465359,Left 4 Dead 2,1,550
67579257,Left 4 Dead 2,4,550
113321644,Left 4 Dead 2,3,550
70489471,Left 4 Dead 2,4,550
165216496,Left 4 Dead 2,2,550
181002117,Left 4 Dead 2,4,550
126345126,Left 4 Dead 2,1,550
45030250,Left 4 Dead 2,3,550
78309377,Left 4 Dead 2,1,550
161816812,Left 4 Dead 2,1,550
158974308,Left 4 Dead 2,1,550
44314169,Left 4 Dead 2,5,550
253813925,Left 4 Dead 2,2,550
153148942,Left 4 Dead 2,2,550
99802512,Left 4 Dead 2,3,550
50818751,Left 4 Dead 2,5,550
82156706,Left 4 Dead 2,2,550
11807754,Left 4 Dead 2,5,550
239661767,Left 4 Dead 2,1,550
138725344,Left 4 Dead 2,4,550
120113754,Left 4 Dead 2,1,550
54999247,Left 4 Dead 2,5,550
51822361,Left 4 Dead 2,4,550
60608576,Left 4 Dead 2,5,550
26762388,Left 4 Dead 2,1,550
164761364,Left 4 Dead 2,4,550
81591317,Left 4 Dead 2,2,550
148362155,Left 4 Dead 2,5,550
81678279,Left 4 Dead 2,2,550
126191291,Left 4 Dead 2,3,550
96149161,Left 4 Dead 2,2,550
78053539,Left 4 Dead 2,1,550
103638409,Left 4 Dead 2,5,550
107554143,Left 4 Dead 2,2,550
93108463,Left 4 Dead 2,1,550
69954842,Left 4 Dead 2,1,550
87040683,Left 4 Dead 2,1,550
38317154,Left 4 Dead 2,5,550
223646498,Left 4 Dead 2,5,550
107984181,Left 4 Dead 2,2,550
151998898,Left 4 Dead 2,3,550
51382080,Left 4 Dead 2,2,550
31849177,Left 4 Dead 2,1,550
55352649,Left 4 Dead 2,1,550
64319625,Left 4 Dead 2,5,550
69953893,Left 4 Dead 2,4,550
149840320,Left 4 Dead 2,1,550
77980915,Left 4 Dead 2,1,550
200673341,Left 4 Dead 2,2,550
134641355,Left 4 Dead 2,1,550
77214425,Left 4 Dead 2,2,550
58289184,Left 4 Dead 2,3,550
44370809,Left 4 Dead 2,3,550
129162036,Left 4 Dead 2,5,550
82263745,Left 4 Dead 2,2,550
159398853,Left 4 Dead 2,2,550
50275189,Left 4 Dead 2,1,550
75598925,Left 4 Dead 2,5,550
166136937,Left 4 Dead 2,4,550
57770056,Left 4 Dead 2,1,550
24632218,Left 4 Dead 2,5,550
74772820,Left 4 Dead 2,3,550
241210827,Left 4 Dead 2,1,550
132196353,Left 4 Dead 2,3,550
45292137,Left 4 Dead 2,1,550
58345543,Left 4 Dead 2,3,550
155673786,Left 4 Dead 2,2,550
124443679,Left 4 Dead 2,1,550
75182781,Left 4 Dead 2,5,550
125912054,Left 4 Dead 2,1,550
48386574,Left 4 Dead 2,1,550
